Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Recaudación impositiva (% del PIB),GC.TAX.TOTL.GD.ZS,Mundo,WLD,"15,6637061160177","15,2602457396895","14,3709455294254","14,1690121414122","14,3054600180549","14,4297464933944","14,8265123145366","14,9815778214381","14,4167515626814","13,1796335483213","13,4708172960949","13,8234736467819","13,9249307935769","14,2223617220012","14,3335036888038","14,3516615481678","14,2495946789488","14,6871295770276","14,9765057067032",..
Gasto militar (% del PIB),MS.MIL.XPND.GD.ZS,Estados Unidos,USA,"2,93344028780476","2,94434336848894","3,24954850934068","3,60728627990974","3,78557099126879","3,86106478227475","3,81957969277306","3,85390557713025","4,22169199770677","4,62710307491574","4,65700092288901","4,57670425313993","4,22781807423097","3,81119867585356","3,48089719592458","3,27183126417642","3,20789216926033","3,10901040543496","3,16286487973421",..
Gasto militar (% del PIB),MS.MIL.XPND.GD.ZS,Unión Europea,EUU,"1,75952853142288","1,71274241797872","1,69640911015143","1,69143282333372","1,66572688734158","1,62701649420598","1,57284712870906","1,52986149194835","1,54705905032389","1,63354015421683","1,56651108969872","1,50188976108835","1,49847624984567","1,44505923797274","1,40899466384808","1,40198797467338","1,41494045065764","1,44038367498333","1,44744550881365",..
Gasto militar (% del PIB),MS.MIL.XPND.GD.ZS,Japón,JPN,"0,931136155654198","0,947079855833118","0,955834671547417","0,95567390575915","0,941607638434338","0,93158165258881","0,917197037578028","0,897626654117959","0,920247843496941","0,983777356941048","0,958851325032142","0,986806292524448","0,96742708258411","0,950865860745235","0,966999334469794","0,95805043104534","0,939582602953803","0,930768157014813","0,923839535738282",..
Gasto militar (% del PIB),MS.MIL.XPND.GD.ZS,Mundo,WLD,"2,16545427636793","2,19978067265636","2,30229603298977","2,36150098177147","2,3605524874792","2,36282116854585","2,32808121106134","2,29297468596496","2,359380220923","2,58803405096526","2,49183939105684","2,39429097064296","2,35135624212912","2,28944177276282","2,2409009352115","2,24475290313783","2,20211809846802","2,16100244358448","2,14045097290421",..
Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,Estados Unidos,USA,"38,8618358403721","45,1498212139109","49,359627065113","55,4273203590082","63,2173953595773","69,0523663756116","77,1093481318442","82,9318062801226","86,0995201320844","89,5449638043059","92,2677709622272","95,4490458877697","97,0685991863844","98,197683848439","111,556216404889","119,14392094623","122,594548297833","123,044834498484","129,014007543009",..
Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,Unión Europea,EUU,"51,0549483280168","63,2811357797646","69,6541287820461","76,5147210004214","84,5529277786571","94,6125714335192","104,269672825606","115,228829825008","121,303682434565","121,054867968283","118,484804990854","121,665827764571","123,701745522992","125,03687161233","123,607388066244","121,822693754965","122,144917871569","122,488895728026","122,737839323369",..
Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,Japón,JPN,"52,3699718298117","58,5834432901032","63,4266727085886","67,6683598632661","71,3502393583923","75,1865660766979","77,7323429354806","83,5361591859459","85,8846731589191","90,4633868960358","95,9116758972041","103,316882746877","109,893595779236","115,254273309356","123,163195171324","125,451863225395","130,59524817247","135,518664405016","141,406992420382",..
Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,Mundo,WLD,"12,0426534928429","15,4780998323746","18,5163236676534","22,2203838692587","27,2915018449691","33,7571698708736","41,5531469968627","50,2500297712422","59,359977731866","67,4787507665452","76,1428187876596","83,6951511202589","87,907510459044","92,4385536457542","96,0296667013729","97,3931631596525","100,692701181173","102,756402733511","106,434901427211",..
Exportaciones de productos de alta tecnología (% de las exportaciones de productos manufacturados),TX.VAL.TECH.MF.ZS,Estados Unidos,USA,..,..,..,..,..,..,..,"30,5131266414041","28,9713312859628","25,0095798355401","23,1160290868709","21,0676586644059","20,6599320719029","20,6516846543959","20,9962673525978","21,9451051195594","23,0133237515682","19,6915128567509","18,8956353928956",..
Exportaciones de productos de alta tecnología (% de las exportaciones de productos manufacturados),TX.VAL.TECH.MF.ZS,Unión Europea,EUU,..,..,..,..,..,..,..,"15,5824250933457","15,3561333107534","16,9464514064946","16,8677953737618","16,1454867610775","16,6621380832162","16,7218947187964","16,7888044852836","17,4085195478644","17,5735619604332","15,9777120572106","15,6064624171475",..
Exportaciones de productos de alta tecnología (% de las exportaciones de productos manufacturados),TX.VAL.TECH.MF.ZS,Japón,JPN,..,..,..,..,..,..,..,"20,1054983287662","18,8663208819007","20,5859114135805","19,1640228133429","18,4313377575536","18,3027195203566","17,8217909088892","17,7885007720576","18,0700389747809","17,339836970828","17,5604638216848","17,2676893022875",..
Exportaciones de productos de alta tecnología (% de las exportaciones de productos manufacturados),TX.VAL.TECH.MF.ZS,Mundo,WLD,..,..,..,..,..,..,..,"20,5036055348267","19,5114562384081","21,1717835512745","20,5572060396893","18,6958539084026","18,9024775887279","19,0463823038409","19,0704414314626","20,0156920756428","20,6223103705469","20,7151704368488","20,8125316491898",..
Nivel general de la capacidad estadística (escala 0 - 100),IQ.SCI.OVRL,Estados Unidos,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nivel general de la capacidad estadística (escala 0 - 100),IQ.SCI.OVRL,Unión Europea,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nivel general de la capacidad estadística (escala 0 - 100),IQ.SCI.OVRL,Japón,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nivel general de la capacidad estadística (escala 0 - 100),IQ.SCI.OVRL,Mundo,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comercio de mercaderías (% del PIB),TG.VAL.TOTL.GD.ZS,Estados Unidos,USA,"19,9097660839416","18,03356840043","17,3121840947336","17,6974850735499","19,1633118094395","20,2029660536397","21,3110880340539","21,9252213624439","23,4959942500808","18,4189309715483","21,6626706104834","24,1178217113198","23,968791989464","23,2867924862183","23,0175627308273","20,9551053348666","19,7847210040649","20,2959664548485","20,8242381119048",..
Comercio de mercaderías (% del PIB),TG.VAL.TOTL.GD.ZS,Unión Europea,EUU,"59,8719976587205","58,8383005059118","57,1809840329817","56,4074681411362","59,025690772602","61,6418247962006","65,5190671877229","67,019702767514","68,2336892294796","57,4865106191172","65,3637277072615","70,7969138623637","71,7679112875018","70,5965961525329","70,3835838912504","70,4184675623337","69,0936552086247","72,2897779953645","73,7791415665577",..
Comercio de mercaderías (% del PIB),TG.VAL.TOTL.GD.ZS,Japón,JPN,"17,5704664044078","17,4875626822879","18,3207459734388","19,2265573804032","21,1876523625177","23,3588029765357","27,0571067072237","29,601145087478","30,646567135771","21,6520195607363","25,6808386545753","27,260657973478","27,153846999178","30,030022654499","30,9749053114196","29,0020519409821","25,4285499260192","28,1983321330739","29,9041316797343",..
Comercio de mercaderías (% del PIB),TG.VAL.TOTL.GD.ZS,Mundo,WLD,"39,0325244822353","37,7896613491074","38,0199655772452","39,5789716793126","42,785223422718","44,9968955339615","47,7575617906839","48,9492908691648","51,4762739176724","41,9889351732749","46,6553254828772","50,2245615634435","49,6482374393052","49,2568971647162","48,1026263453603","44,635366091721","42,6490846182901","44,4448027129819","46,1392023224915",..
Índice de términos netos de intercambio (2000 = 100),TT.PRI.MRCH.XD.WD,Estados Unidos,USA,100,"102,7979275","104,357067","102,8895769","101,2707722","97,18181818","95,92720971","96,5890183","91,79716629","98,98819562","97,08201893","94,59459459","94,68085106","95,34050179","95,86956522",100,"100,0834725","99,594485","99,84264359",..
Índice de términos netos de intercambio (2000 = 100),TT.PRI.MRCH.XD.WD,Unión Europea,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Índice de términos netos de intercambio (2000 = 100),TT.PRI.MRCH.XD.WD,Japón,JPN,100,"100,5555556","100,9873061","97,67662399","92,40563893","83,23281062","75,42372881","71,65845649","62,00846945","74,37145174","67,72606886","61,59802886","60,45855379","59,01942646","58,44424726","66,66666667","72,32854864","68,68033082","64,72751588",..
Índice de términos netos de intercambio (2000 = 100),TT.PRI.MRCH.XD.WD,Mundo,WLD,100,"98,25592285","100,3956945","108,9690313","113,9768161","115,0016114","115,8663334","120,21576","123,794177","121,3064265","119,5573443","122,4016016","118,8470935","120,3161711","120,3252025","113,9770547","113,6303398","114,9102643","117,0180844",..
"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,Estados Unidos,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,Unión Europea,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,Japón,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,Mundo,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Total del servicio de la deuda (% de exportaciones de bienes, servicios e ingreso)",DT.TDS.DECT.EX.ZS,Estados Unidos,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Total del servicio de la deuda (% de exportaciones de bienes, servicios e ingreso)",DT.TDS.DECT.EX.ZS,Unión Europea,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Total del servicio de la deuda (% de exportaciones de bienes, servicios e ingreso)",DT.TDS.DECT.EX.ZS,Japón,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Total del servicio de la deuda (% de exportaciones de bienes, servicios e ingreso)",DT.TDS.DECT.EX.ZS,Mundo,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Migración neta,SM.POP.NETM,Estados Unidos,USA,..,..,5334893,..,..,..,..,5428756,..,..,..,..,4961716,..,..,..,..,4774029,..,..
Migración neta,SM.POP.NETM,Unión Europea,EUU,..,..,6853594,..,..,..,..,3767581,..,..,..,..,3377263,..,..,..,..,4281648,..,..
Migración neta,SM.POP.NETM,Japón,JPN,..,..,164199,..,..,..,..,277580,..,..,..,..,358133,..,..,..,..,357800,..,..
Migración neta,SM.POP.NETM,Mundo,WLD,..,..,0,..,..,..,..,0,..,..,..,..,0,..,..,..,..,0,..,..
"Transferencias personales y remuneración de empleados, recibidos (balanza de pagos, US$ a precios actuales)",BX.TRF.PWKR.CD.DT,Estados Unidos,USA,4395000000,4513000000,4570000000,4672000000,4734000000,4795000000,5068000000,5219000000,5364000000,5740000000,5930000000,6104000000,6303000000,6613000000,6503000000,6578000000,6330000000,6126000000,6668000000,6835000000
"Transferencias personales y remuneración de empleados, recibidos (balanza de pagos, US$ a precios actuales)",BX.TRF.PWKR.CD.DT,Unión Europea,EUU,"29719401978,5527","31573494344,4491","35556406606,8222","44902017891,3302","53809096257,7751","59399218937,0701","66839211426,5703","80688890557,4543","93863774753,0584","88540451735,693","89348770596,6902","99040424616,5098","96573035808,4317","109934741780,663","114486152462,777","105324434884,824","106263600132,884","112217054377,605","119537542147,592","118191251310,726"
"Transferencias personales y remuneración de empleados, recibidos (balanza de pagos, US$ a precios actuales)",BX.TRF.PWKR.CD.DT,Japón,JPN,"773406710,355769","1249546432,01608","1126867032,88239","811141120,596297","773574711,069961","904981240,667081","1176988480,08515","1383930644,46261","1732378922,50103","1594532177,55192","1684468955,29358","2131729225,38912","2539577664,61313","2363853398,35665","3733912541,77727","3325097902,92664","3830448522,34687","4443028775,37986","4369453719,14417","4373839725,28365"
"Transferencias personales y remuneración de empleados, recibidos (balanza de pagos, US$ a precios actuales)",BX.TRF.PWKR.CD.DT,Mundo,WLD,"121769727355,462","132149049819,095","153023943803,655","188325100311,767","216368544586,621","253075764143,627","293234212814,455","350396861523,54","404898647228,365","388398159194,742","419476396676,451","470786491568,227","495482464645,34","526839355615,685","563541443310,853","568572521664,632","557055284336,026","594055333241,246","638606736993,991","653322840449,059"
"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,Estados Unidos,USA,349125000000,172496000000,111055000000,117106000000,213641000000,142344000000,298463000000,346613000000,341092000000,161083000000,264039000000,263497000000,250345000000,288131000000,251856000000,509087000000,494439000000,354649000000,258390000000,310811000000
"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,Unión Europea,EUU,"633986714307,455","366252770235,304","295343566624,832","293507610674,729","313828153578,018","731279136851,394","911860029116,067","1477512472583,05","828461316788,442","478990997026,24","539435823025,992","877921989824,164","570884522816,651","588631025536,31","419824283483,111","769422777925,146","714186136297,54","428328143491,052","71905793705,6974",..
"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,Japón,JPN,"10688168325,6084","4926033619,18462","11557373873,9419","8771535612,31506","7527948175,22325","5459618342,94079","-2396909736,30508","21631204435,6847","24624845329,5648","12226471578,7439","7440979284,16286","-850717035,068239","546962692,190728","10648441636,2071","19752249424,0871","5252218412,39172","40954181468,5533","18802251208,1069","24605910854,4883","37176832958,3322"
"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,Mundo,WLD,"1569118768884,7","895499916623,673","755583230625,121","737213330829,891","1010430393064,66","1563481637733,08","2202604164398,87","3135872889128,28","2478032194712,81","1446872840778,04","1916740277757,77","2365696435985,99","2065255689003,12","2184451618089,55","1942599797497,5","2675512016800,14","2672903906795,33","2066030133202,03","1349946364281,93",..
Ayuda oficial neta para el desarrollo y oficial neta recibidas (US$ a precios actuales),DT.ODA.ALLD.CD,Estados Unidos,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ayuda oficial neta para el desarrollo y oficial neta recibidas (US$ a precios actuales),DT.ODA.ALLD.CD,Unión Europea,EUU,"3388050031,66199","3439329993,48641","2584620001,79291","3644569999,69483","4659490048,88535","123459999,084473","196509994,506836","162910003,662109","241059997,558594","168830001,831055","131550003,051758","280000,001192093",..,..,..,..,..,..,..,..
Ayuda oficial neta para el desarrollo y oficial neta recibidas (US$ a precios actuales),DT.ODA.ALLD.CD,Japón,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ayuda oficial neta para el desarrollo y oficial neta recibidas (US$ a precios actuales),DT.ODA.ALLD.CD,Mundo,WLD,"55205401367,1875","56140799316,4063","65917980957,0313","76113930175,7813","86086149902,3438",107130828125,"105529273437,5","106657695312,5",124677453125,124451421875,128633828125,139536328125,133767656250,151144750000,161516828125,146729062500,158804843750,164986703125,165785234375,..
"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,Estados Unidos,USA,"4,09999990463257","4,65299987792969","5,6100001335144","5,66099977493286","5,39699983596802","5,09700012207031","4,6269998550415","4,50099992752075","5,41800022125244","8,05900001525879","8,61200046539307","8,45899963378906","7,8899998664856","7,07100009918213","6,05900001525879","5,17700004577637","4,78800010681152","4,30800008773804","3,83699989318848","3,6159999370575"
"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,Unión Europea,EUU,"11,501860945939","10,5415834286081","10,6858172363395","10,6207906853062","10,7751359952589","10,5682720098031","9,59914876268076","8,32315697825953","7,88702728875587","9,26111763816172","9,93411432875886","10,0725131949747","10,9666859709344","11,4710767491121","11,0414388266153","10,1901732933284","9,39351084001335","8,44231940404522","7,58323323461671","7,02924631283187"
"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,Japón,JPN,"4,46299982070923","4,70300006866455","5,15899991989136","4,94099998474121","4,40399980545044","4,16599988937378","3,86700010299683","3,77999997138977","3,82299995422363","4,80800008773804","4,63100004196167","4,13899993896484","3,95499992370605","3,65799999237061","3,42600011825562","3,11299991607666","2,81399989128113","2,63499999046326","2,17799997329712","2,14499998092651"
"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,Mundo,WLD,"5,94191588271719","5,98798896493636","6,24144492625074","6,36800265685901","6,27025715882193","6,17523227401572","5,85363054753809","5,58669238757064","5,47617807926922","6,09238833467485","6,07979625771917","5,96171569646744","5,9222038205971","5,91436129220219","5,78691022530685","5,82876972059038","5,87608752666106","5,7763971047786","5,58075091615185","5,58149429768981"
"Desempleo, total (% de la población activa total) (estimación modelado OIT)",SL.UEM.TOTL.ZS,Estados Unidos,USA,"3,99200010299683","4,73099994659424","5,78299999237061","5,98899984359741","5,52899980545044","5,08300018310547","4,6230001449585","4,62200021743774","5,78399991989136","9,25399971008301","9,63300037384033","8,94900035858154","8,06900024414063","7,375","6,16800022125244","5,28000020980835","4,86899995803833","4,35500001907349","3,89599990844727","3,68199992179871"
"Desempleo, total (% de la población activa total) (estimación modelado OIT)",SL.UEM.TOTL.ZS,Unión Europea,EUU,"9,82330600961164","9,19577176027884","9,5410269027005","9,64656574865581","9,88208420816517","9,56983824512807","8,62527758901901","7,44805592344034","7,20004177720333","9,11664646252762","9,79571098162434","9,8361407265992","10,802605929153","11,3230983572354","10,8433454111489","10,023739047815","9,12477823255341","8,13561867600601","7,26940154221806","6,66397623866817"
"Desempleo, total (% de la población activa total) (estimación modelado OIT)",SL.UEM.TOTL.ZS,Japón,JPN,"4,69999980926514",5,"5,40000009536743","5,30000019073486","4,69999980926514","4,40000009536743","4,09999990463257","3,90000009536743",4,"5,09999990463257","5,09999990463257","4,52099990844727","4,30000019073486",4,"3,59999990463257","3,40000009536743","3,09999990463257","2,79999995231628","2,40000009536743","2,29099988937378"
"Desempleo, total (% de la población activa total) (estimación modelado OIT)",SL.UEM.TOTL.ZS,Mundo,WLD,"5,77399842998654","5,85395422135779","6,11316280139046","6,18853372134138","6,01597236206962","5,90129841962123","5,5940575230241","5,35351302155664","5,35253612423167","6,00315178677526","5,92220198758214","5,80358945279497","5,774086013327","5,77322338218318","5,63292182133044","5,63749003872706","5,66969437894162","5,56970135252954","5,39188896800973","5,39451360298479"
"Desempleo, varones (% de la población activa masculina) (estimación modelado OIT)",SL.UEM.TOTL.MA.ZS,Estados Unidos,USA,"3,90100002288818","4,79699993133545","5,92899990081787","6,26599979400635","5,6399998664856","5,07200002670288","4,61899995803833","4,72499990463257","6,09600019454956","10,2799997329712","10,5100002288818","9,36900043487549","8,22200012207031","7,63299989700317","6,26000022888184","5,36700010299683","4,93800020217896","4,39599990844727","3,94600009918213","3,73799991607666"
"Desempleo, varones (% de la población activa masculina) (estimación modelado OIT)",SL.UEM.TOTL.MA.ZS,Unión Europea,EUU,"8,5283697838466","8,15362512179289","8,64920445490999","8,88118254025473","9,17614845795178","8,77736510108313","7,84575747111667","6,74423927769489","6,64454687593243","8,99825433158796","9,68187854589154","9,6401906920564","10,6653864489342","11,1983760692147","10,6762683457534","9,88384775186312","8,89737965964245","7,87607304242612","7,00353587962938","6,35422683348076"
"Desempleo, varones (% de la población activa masculina) (estimación modelado OIT)",SL.UEM.TOTL.MA.ZS,Japón,JPN,"4,8600001335144","5,20300006866455","5,56400012969971","5,5460000038147","4,90399980545044","4,56300020217896","4,26300001144409","3,98399996757507","4,125","5,30800008773804","5,43599987030029","4,79500007629395","4,54899978637695","4,25099992752075","3,72900009155273","3,61500000953674","3,31699991226196","2,92700004577637","2,57399988174438","2,40599989891052"
"Desempleo, varones (% de la población activa masculina) (estimación modelado OIT)",SL.UEM.TOTL.MA.ZS,Mundo,WLD,"5,66430096419046","5,76638330816975","6,02956002003823","6,07153509909743","5,8501745872834","5,72234540992453","5,42522518116759","5,20205991531837","5,27246171446429","5,9457824044266","5,82101439434962","5,7027426438013","5,67953556297791","5,68337282956684","5,53524515907768","5,51611992699786","5,53844189578394","5,43802339516514","5,27121717241283","5,27564828160848"
"Población activa, total",SL.TLF.TOTL.IN,Estados Unidos,USA,146729576,147698388,148526037,149140813,150211571,152071960,153931108,155224880,157006864,157109264,156903447,156975333,158636184,158755710,159532062,160596354,162547573,164268059,165483017,166082835
"Población activa, total",SL.TLF.TOTL.IN,Unión Europea,EUU,199217046,199487250,200144636,201933394,203395227,205365646,206996811,208540629,210215521,210743587,211354253,210739030,212039861,212597037,213265285,213640167,214618312,215671511,216488451,215928189
"Población activa, total",SL.TLF.TOTL.IN,Japón,JPN,67652881,67601019,67173003,67065336,66725257,66734012,66802058,67143470,67100796,66914282,66663144,66043052,65639408,65970039,66175617,66363530,66850743,67288388,68358370,68048596
"Población activa, total",SL.TLF.TOTL.IN,Mundo,WLD,2760410612,2797040580,2838912969,2883821977,2932247001,2978118240,3014743223,3054910370,3090361014,3123387038,3152655443,3183946265,3218194184,3250599724,3283330912,3319710285,3354403108,3391647862,3427481440,3459586765
"Población de 65 años de edad y más, hombres",SP.POP.65UP.MA.IN,Estados Unidos,USA,14414059,14620751,14818992,15016619,15239541,15480384,15790766,16118061,16483342,16901413,17391871,17962743,18603482,19289958,20015668,20761867,21550046,22314476,23058935,..
"Población de 65 años de edad y más, hombres",SP.POP.65UP.MA.IN,Unión Europea,EUU,26983341,27574609,28190807,28822235,29404371,29908385,30480380,30977641,31440947,31918126,32456153,33001840,33755536,34601585,35454260,36267554,37089281,37838290,38556689,..
"Población de 65 años de edad y más, hombres",SP.POP.65UP.MA.IN,Japón,JPN,8956200,9282301,9608821,9936892,10251173,10568710,10885517,11201906,11520347,11864448,12257292,12640688,13061619,13497300,13914095,14294734,14634284,14930064,15185127,..
"Población de 65 años de edad y más, hombres",SP.POP.65UP.MA.IN,Mundo,WLD,182952454,188218654,193541290,198763477,203579405,207872757,212957354,217597595,222107021,226798888,231918472,238213477,244914071,252106319,260008753,268746349,279268134,290411331,301860619,..
"Población de 65 años de edad y más, mujeres",SP.POP.65UP.FE.IN,Estados Unidos,USA,20387123,20469861,20534403,20601784,20724462,20902768,21152004,21452009,21818559,22251373,22763564,23320072,23957268,24649583,25398693,26188371,26999911,27796212,28582660,..
"Población de 65 años de edad y más, mujeres",SP.POP.65UP.FE.IN,Unión Europea,EUU,40416964,40935135,41510324,42133057,42723982,43248039,43743438,44167962,44565794,44992413,45507432,45918187,46622329,47480483,48384702,49271108,50063869,50801131,51530044,..
"Población de 65 años de edad y más, mujeres",SP.POP.65UP.FE.IN,Japón,JPN,12587381,12978169,13370380,13766451,14148188,14541693,14912658,15291655,15675525,16087526,16555986,16963837,17414552,17887816,18350685,18786503,19136532,19441927,19708026,..
"Población de 65 años de edad y más, mujeres",SP.POP.65UP.FE.IN,Mundo,WLD,237176353,242573155,248226002,253971693,259457917,264534249,269942107,274996267,280057565,285514656,291676040,298568959,306233426,314699076,324104379,334532624,346160757,358609161,371579629,..
"Población de 65 años de edad y más, total",SP.POP.65UP.TO,Estados Unidos,USA,34801176,35090876,35353639,35618525,35964061,36383151,36942166,37569159,38300984,39152172,40155435,41282103,42559976,43939066,45414232,46950237,48549959,50110709,51641630,..
"Población de 65 años de edad y más, total",SP.POP.65UP.TO,Unión Europea,EUU,67400323,68508730,69700019,70954595,72128136,73156433,74223643,75144939,76005592,76909417,77963571,78917515,80374178,82078616,83836853,85538662,87152447,88638593,90085964,..
"Población de 65 años de edad y más, total",SP.POP.65UP.TO,Japón,JPN,21543580,22260296,22978947,23703098,24399197,25110400,25797976,26493151,27195327,27951519,28813280,29603888,30475171,31384095,32264097,33081239,33770147,34370970,34892133,..
"Población de 65 años de edad y más, total",SP.POP.65UP.TO,Mundo,WLD,420128869,430789741,441763952,452731716,463035050,472407100,482896162,492589391,502160379,512310767,523594518,536777826,551140642,566798712,584108969,603278969,625426009,649016774,673436939,..
"Población entre 0 y 14 años de edad, hombres",SP.POP.0014.MA.IN,Estados Unidos,USA,31330276,31396354,31501156,31584885,31622791,31577348,31782381,31886002,31928302,31946371,31967004,31898118,31801547,31687668,31593585,31510030,31404869,31327678,31239420,..
"Población entre 0 y 14 años de edad, hombres",SP.POP.0014.MA.IN,Unión Europea,EUU,37177191,36683582,36239064,35865768,35545528,35275100,35150050,35079113,35040329,34982826,34882066,34828360,34793521,34749885,34726527,34736210,34691936,34714260,34775123,..
"Población entre 0 y 14 años de edad, hombres",SP.POP.0014.MA.IN,Japón,JPN,9625977,9515389,9398422,9283012,9167575,9072012,8983847,8928017,8883347,8834377,8781659,8732166,8675816,8613124,8547248,8479674,8420062,8340585,8247185,..
"Población entre 0 y 14 años de edad, hombres",SP.POP.0014.MA.IN,Mundo,WLD,949936770,951979507,951337841,949166238,947539333,947552199,949437926,952666280,957118860,961941811,966669617,972251569,977693169,983081263,988580820,994159413,1000025001,1005787566,1011137062,..
"Población entre 0 y 14 años de edad, mujeres",SP.POP.0014.FE.IN,Estados Unidos,USA,29907093,29953328,30039941,30115848,30158889,30129872,30332735,30438116,30486117,30509793,30530820,30491299,30409425,30300803,30208459,30127998,30029421,29959876,29880716,..
"Población entre 0 y 14 años de edad, mujeres",SP.POP.0014.FE.IN,Unión Europea,EUU,35331567,34867727,34445583,34089653,33785243,33529537,33395964,33319358,33278780,33222483,33121786,33057673,33010219,32952136,32911492,32900347,32849579,32858413,32903910,..
"Población entre 0 y 14 años de edad, mujeres",SP.POP.0014.FE.IN,Japón,JPN,9126335,9021855,8910849,8800893,8690637,8598839,8515507,8463087,8421074,8374067,8321810,8277190,8225217,8165949,8102183,8035159,7980334,7906038,7817817,..
"Población entre 0 y 14 años de edad, mujeres",SP.POP.0014.FE.IN,Mundo,WLD,893280463,894521217,892966461,889858375,887364917,886624808,887674407,890214897,894101647,898428955,902703156,908010567,913219073,918423603,923800942,929317279,935328390,941262629,946850097,..
"Población entre 0 y 14 años de edad, total",SP.POP.0014.TO,Estados Unidos,USA,61237370,61349552,61540958,61700652,61781645,61707218,62115320,62324459,62414797,62456435,62497826,62389679,62211250,61988641,61802095,61638027,61434232,61287489,61120095,..
"Población entre 0 y 14 años de edad, total",SP.POP.0014.TO,Unión Europea,EUU,72508771,71551630,70685008,69955653,69330853,68804626,68546087,68398708,68319523,68205703,68003865,67886842,67804934,67703125,67638708,67636573,67541776,67573005,67679351,..
"Población entre 0 y 14 años de edad, total",SP.POP.0014.TO,Japón,JPN,18752313,18537284,18309332,18083961,17858252,17670854,17499393,17391195,17304542,17208544,17103469,17009491,16901251,16779297,16649583,16514831,16400528,16246827,16065209,..
"Población entre 0 y 14 años de edad, total",SP.POP.0014.TO,Mundo,WLD,1843217225,1846494859,1844294891,1839014803,1834897738,1834176990,1837112292,1842883827,1851225924,1860376010,1869372815,1880268991,1890920283,1901511105,1912385201,1923476702,1935358125,1947058373,1957996874,..
"Población entre 15 y 64 años de edad, hombres",SP.POP.1564.MA.IN,Estados Unidos,USA,93239646,94410726,95474911,96471064,97587329,98768475,99695551,100693346,101717388,102625726,103405231,104049469,104679561,105229771,105788452,106319959,106806372,107149699,107346573,..
"Población entre 15 y 64 años de edad, hombres",SP.POP.1564.MA.IN,Unión Europea,EUU,144851384,145066056,145423802,145967633,146546226,147100873,147366627,147668376,147934404,148025937,147900423,147041562,146664700,146418095,146175382,145889436,145654074,145294518,144936889,..
